n_updates,fps,ep_reward_mean,total_timesteps,true_reward,policy_entropy,ep_len_mean,clipfrac,time_elapsed,approxkl,explained_variance,value_loss,serial_timesteps,policy_loss
1836,53707,8.703707961740983,45900000,0.04371476,-2.975511,198.68,0.32866,1531.528579711914,0.032194607,0.9789562784135342,0.016655715,459000,0.009636249
1837,53453,9.38058715758887,45925000,0.04330443,-2.978213,217.35,0.20553598,1532.344733953476,0.016457785,0.9687679633498192,0.020253062,459250,0.0015734934
1838,54666,9.433614459638557,45950000,0.042878877,-2.9790509,216.8,0.250624,1533.169796705246,0.021069445,0.9713770281523466,0.025674824,459500,0.0038021442
1839,53927,8.789282954290648,45975000,0.043318983,-2.9786975,207.27,0.15252,1533.9730126857758,0.011827181,0.9749131184071302,0.01828684,459750,-0.0008487908
1840,53690,8.95156389542757,46000000,0.042445555,-2.9763603,211.31,0.165824,1534.7889432907104,0.0125349555,0.9819016475230455,0.015196098,460000,0.00020697134
1841,53479,8.415467580276454,46025000,0.042614795,-2.9718478,199.03,0.223844,1535.6077258586884,0.018602788,0.9846795843914151,0.0134605495,460250,0.0048105223
1842,54032,9.022911969327378,46050000,0.04365705,-2.9682446,209.63,0.20211999,1536.4177691936493,0.016871538,0.9799631722271442,0.01567334,460500,0.0025099318
1843,53946,8.384969378585229,46075000,0.04178215,-2.9666889,199.14,0.27559203,1537.2314491271973,0.02459291,0.9700938388705254,0.0283266,460750,0.005381356
1844,54708,9.83483728547124,46100000,0.04365312,-2.9639096,225.72,0.184756,1538.034235715866,0.014545983,0.9779249262064695,0.015356509,461000,0.00031423598
1845,53435,8.53452637302482,46125000,0.043764327,-2.9617782,196.85,0.14627197,1538.8349902629852,0.011479813,0.9730179831385612,0.02307898,461250,-0.0014580392
1846,53734,9.412102394184112,46150000,0.044294525,-2.9624126,213.37,0.1292,1539.648648738861,0.009705856,0.9829058106988668,0.013611528,461500,-0.0008587856
1847,54338,8.957004929650145,46175000,0.043135487,-2.9636388,205.6,0.15388799,1540.457053899765,0.011511529,0.9785156454890966,0.019664465,461750,-0.0012415863
1848,54315,8.73105338575392,46200000,0.042261522,-2.9650457,206.39,0.15715599,1541.264279127121,0.011791804,0.9848211212083697,0.015162319,462000,0.0005228861
1849,53606,8.307595016059896,46225000,0.042365395,-2.9668837,196.43,0.241384,1542.0721790790558,0.021388453,0.9840744342654943,0.016053705,462250,0.0055064736
1850,52198,9.613648731408759,46250000,0.04307922,-2.969276,219.86,0.23050399,1542.882446050644,0.02261581,0.9866758352145553,0.010879548,462500,0.0072292215
1851,52096,9.3394321899418,46275000,0.044737145,-2.970698,209.25,0.18583599,1543.7383780479431,0.014135152,0.971213111653924,0.020807954,462750,0.0011234886
1852,47719,8.765338048967532,46300000,0.044470523,-2.9708602,196.09,0.166648,1544.6113150119781,0.012491385,0.9804386608302593,0.01977208,463000,0.0016714062
1853,54224,9.068961837906972,46325000,0.042778976,-2.9699996,212.3,0.22746,1545.4934453964233,0.019721705,0.9723590258508921,0.024433369,463250,0.0034757312
1854,53732,8.327079600916004,46350000,0.042366505,-2.9669042,196.97,0.14901999,1546.3165373802185,0.0119179515,0.9676874615252018,0.02885666,463500,-0.0018951567
1855,53308,8.8710856602055,46375000,0.042309422,-2.9642608,209.25,0.124044016,1547.132024526596,0.009238701,0.9811483975499868,0.017271807,463750,-0.00043197145
1856,53607,8.618211686992218,46400000,0.04407744,-2.9662218,196.9,0.19569999,1547.946908712387,0.014954138,0.9683755412697792,0.03325439,464000,0.0019850149
1857,53592,8.370933215785772,46425000,0.041673556,-2.966384,202.17,0.314992,1548.761744260788,0.03046299,0.9709086809307337,0.027992764,464250,0.009217533
1858,53661,8.404004615272424,46450000,0.042486362,-2.9664664,195.17,0.1742,1549.578889131546,0.013630087,0.9603275209665298,0.03931714,464500,-4.2194965e-06
1859,53756,8.648320397784028,46475000,0.042170133,-2.9677181,204.46,0.149768,1550.3965680599213,0.011484445,0.9690116010606289,0.024510784,464750,-3.450974e-05
1860,54377,8.851623828737065,46500000,0.042502977,-2.9647684,210.84,0.140876,1551.2128643989563,0.01032004,0.9882184099406004,0.008293303,465000,0.00021959888
1861,54172,8.062912325703074,46525000,0.04316359,-2.9620168,191.84,0.32303602,1552.0361666679382,0.029884573,0.9793208129703999,0.017159063,465250,0.012030062
1862,53549,8.264904242244011,46550000,0.041953277,-2.9606385,199.11,0.26353198,1552.847451210022,0.024359878,0.9724847283214331,0.020992119,465500,0.0053709005
1863,53705,8.462543669852348,46575000,0.04084027,-2.9587016,207.21,0.18683201,1553.6696660518646,0.01573387,0.9705683272331953,0.024904452,465750,0.002942388
1864,53974,8.704069496560187,46600000,0.044345938,-2.957271,198.74,0.15038,1554.4964492321014,0.011812641,0.9685326404869556,0.022833854,466000,-0.0009514384
1865,54629,8.299421718254743,46625000,0.04254723,-2.9562247,195.7,0.22214802,1555.3120872974396,0.017848153,0.9726967066526413,0.026028162,466250,0.0026861257
1866,54115,7.699938998176367,46650000,0.042698693,-2.955813,181.71,0.234392,1556.1108038425446,0.019620573,0.9618105329573154,0.03407567,466500,0.0044880277
1867,53791,9.170661911628594,46675000,0.04426077,-2.9579728,208.73,0.183144,1556.925264120102,0.013885101,0.9859072556719184,0.011102464,466750,0.0035410847
1868,53945,9.160162717134808,46700000,0.04300885,-2.9605541,211.11,0.170016,1557.7470121383667,0.01373665,0.9739814661443233,0.021095166,467000,0.0014602212
1869,53895,8.213910274801673,46725000,0.04324458,-2.961946,195.29,0.18276401,1558.566302537918,0.013455187,0.9852593038231134,0.011594114,467250,0.0016025696
1870,54197,8.075498464037592,46750000,0.043614525,-2.9627964,189.17,0.25882,1559.379404783249,0.022122642,0.9891139436513186,0.010660642,467500,0.00788829
1871,53139,9.090176166281562,46775000,0.043651957,-2.9650702,208.89,0.182916,1560.194448709488,0.01431109,0.9694060608744621,0.025351996,467750,0.0010787909
1872,52726,9.263294116490725,46800000,0.043426987,-2.9672403,213.23,0.330216,1561.0106377601624,0.036354575,0.9758531525731087,0.018567864,468000,0.0110770725
1873,53620,8.856468476566953,46825000,0.04306956,-2.9679806,207.13,0.23709998,1561.83984541893,0.020100331,0.985083119943738,0.011136882,468250,0.0071059675
1874,53037,9.115170458659376,46850000,0.04306547,-2.9676678,210.06,0.19038,1562.665862083435,0.015819991,0.9841330889612436,0.012674412,468500,0.0026896724
1875,53952,9.056057160462915,46875000,0.04336955,-2.9680624,209.01,0.250168,1563.4960906505585,0.019903637,0.9761119112372398,0.016662681,468750,0.0036428361
1876,53712,9.655766983738044,46900000,0.043552607,-2.9660578,221.19,0.21895596,1564.320109128952,0.01739924,0.9899045638740063,0.0073985704,469000,0.0058717593
1877,54156,9.2870748721977,46925000,0.044418614,-2.9634874,211.77,0.175624,1565.1243932247162,0.01340588,0.9860779121518135,0.009332212,469250,0.0019333338
1878,53869,9.248798727374961,46950000,0.043300547,-2.9631863,215.61,0.160216,1565.9329118728638,0.011870896,0.9753213841468096,0.014948221,469500,0.0007568767
1879,54730,9.264554440386528,46975000,0.04316559,-2.9625597,213.86,0.14526,1566.7672066688538,0.010504618,0.986346647143364,0.009346364,469750,0.0013672165
1880,53977,9.681814257325605,47000000,0.04281179,-2.9635272,226.2,0.160692,1567.5862951278687,0.011659952,0.9811005666851997,0.012676323,470000,-0.00020732296
1881,53523,9.629834028162295,47025000,0.044460904,-2.9656842,218.6,0.174788,1568.4049730300903,0.013276568,0.974510757252574,0.015746165,470250,0.0011027299
1882,54002,9.024353664618902,47050000,0.043513637,-2.9691823,208.6,0.12622002,1569.2315366268158,0.009263777,0.9789091255515814,0.013500817,470500,-0.0012687634
1883,53660,8.622282598571037,47075000,0.04334417,-2.9700582,200.56,0.250424,1570.0465891361237,0.019188728,0.9792144726961851,0.01706909,470750,0.004073127
1884,54226,8.91260206557341,47100000,0.04285571,-2.9698853,206.51,0.169176,1570.8607769012451,0.012785353,0.9752248302102089,0.019007217,471000,0.0005932368
1885,53648,9.116573922998505,47125000,0.043198634,-2.970055,210.39,0.11666,1571.6693258285522,0.009162527,0.9824501909315586,0.01245408,471250,-0.0010338455
1886,54256,8.71729200035159,47150000,0.04300896,-2.9717278,204.33,0.12150799,1572.4826436042786,0.0091821,0.9819770622998476,0.015292239,471500,-0.0013851369
1887,53758,9.452443844804074,47175000,0.0430927,-2.9733284,217.97,0.124883994,1573.2987542152405,0.00928965,0.9800612647086382,0.014129551,471750,-0.0015986353
1888,53941,9.164299567527486,47200000,0.04276638,-2.9755795,212.97,0.1897,1574.1171412467957,0.014292203,0.9887350127100945,0.009151352,472000,0.0018900161
1889,52139,8.946030986392106,47225000,0.04387754,-2.9735124,208.29,0.28934,1574.9300215244293,0.024007278,0.9904692079871893,0.0066179605,472250,0.0097607095
1890,53806,9.341326170412794,47250000,0.042027038,-2.9714339,218.21,0.300016,1575.7761647701263,0.026468366,0.9813798349350691,0.014062731,472500,0.0062882504
1891,53644,9.68202917917251,47275000,0.044239145,-2.9700212,215.87,0.160268,1576.6066980361938,0.011545943,0.9815895073115826,0.014769075,472750,-0.00062362326
1892,53796,9.074374696181621,47300000,0.042509507,-2.9688787,210.84,0.15191601,1577.4357578754425,0.011263538,0.9857022520154715,0.012088163,473000,-0.00020500454
1893,53547,9.428337401226454,47325000,0.04446121,-2.9703577,213.61,0.18995999,1578.2571816444397,0.0140008135,0.9917747490108013,0.005533904,473250,0.0021112452
1894,54636,9.788226258353898,47350000,0.044445794,-2.9733915,219.97,0.188128,1579.0759499073029,0.01350518,0.982102682814002,0.012991324,473500,0.00058811327
1895,53251,8.76667309804464,47375000,0.042399224,-2.9784496,205.02,0.226812,1579.8848805427551,0.01758645,0.9886992489919066,0.009990416,473750,0.0030476635
1896,54532,9.200168160274625,47400000,0.043263488,-2.9814386,209.03,0.16190399,1580.712518453598,0.012251787,0.9844126617535949,0.012170806,474000,-8.1594255e-05
1897,53006,9.161170974371197,47425000,0.04277092,-2.9834073,214.28,0.316576,1581.5207221508026,0.029634887,0.9819595385342836,0.013307676,474250,0.0071119936
1898,53502,9.223584349495104,47450000,0.041233957,-2.9847863,221.9,0.118747994,1582.3431968688965,0.008975785,0.9850431401282549,0.0103126895,474500,-0.0023288103
1899,53759,9.158927945615405,47475000,0.041782636,-2.9855866,215.32,0.18002799,1583.1665465831757,0.013774882,0.9606178291141987,0.029353585,474750,0.00086016086
1900,54661,8.876491255298024,47500000,0.043212686,-2.9840603,204.5,0.144784,1583.9851443767548,0.010735874,0.9813646506518126,0.014832814,475000,-0.0013555192
1901,53239,9.180341714943642,47525000,0.042936593,-2.9819763,211.4,0.184864,1584.7958271503448,0.013714301,0.9708240311592817,0.024485862,475250,3.6333175e-05
1902,53573,8.697995347768474,47550000,0.043899003,-2.977718,197.7,0.306048,1585.6185410022736,0.027505051,0.9836384952068329,0.017862469,475500,0.008904701
1903,54055,8.462489404686458,47575000,0.041971505,-2.9738905,199.59,0.171436,1586.4386546611786,0.0135033075,0.9831411391496658,0.015670612,475750,0.00011664757
1904,53231,8.924166150298698,47600000,0.042829987,-2.9706225,206.5,0.238836,1587.2511038780212,0.019310053,0.9687917288392782,0.024739167,476000,0.0026093512
1905,54122,9.028250876329839,47625000,0.042995416,-2.968458,211.25,0.18401998,1588.069171667099,0.013816839,0.9830194469541311,0.013905126,476250,0.0009557836
1906,53449,9.552111441891757,47650000,0.043686144,-2.967913,214.35,0.18567601,1588.88716506958,0.01387091,0.9750085175037384,0.02147938,476500,0.00043761413
1907,52996,9.211416909893778,47675000,0.043530863,-2.9680057,210.07,0.18966798,1589.7114369869232,0.014846211,0.9764286745339632,0.018177714,476750,0.00069827354
1908,52961,8.915512659773476,47700000,0.04300323,-2.968645,203.71,0.15607199,1590.532975435257,0.0120374225,0.9693368002772331,0.027468538,477000,-0.00019648505
1909,53205,9.394617490644523,47725000,0.043345407,-2.970533,219.14,0.20894802,1591.3485527038574,0.016744308,0.9832145068794489,0.012284715,477250,0.0019905055
1910,53756,9.824935098888195,47750000,0.04372114,-2.9691098,225.27,0.142548,1592.1536695957184,0.010862421,0.9858954837545753,0.009820382,477500,-0.00049721467
1911,54658,9.623814684892022,47775000,0.044109497,-2.9657547,216.19,0.333064,1592.9607999324799,0.03466659,0.9726180899888277,0.02154025,477750,0.009474921
1912,54371,8.623647074864712,47800000,0.04229486,-2.9625404,201.04,0.226772,1593.7734866142273,0.017183129,0.9634901583194733,0.03223529,478000,0.0027173208
1913,53978,8.993048067258787,47825000,0.042382643,-2.9594753,209.24,0.13056001,1594.5814337730408,0.009632679,0.9788019303232431,0.017506817,478250,-0.0028392323
1914,52301,8.943862083483255,47850000,0.043003414,-2.9567556,204.86,0.17139599,1595.3994362354279,0.012491897,0.985503246076405,0.0136526795,478500,0.00015509543
1915,54264,8.922798329245124,47875000,0.04263706,-2.9558206,205.1,0.19351599,1596.231256723404,0.014955709,0.9718610458076,0.023529585,478750,0.0006483778
1916,53861,9.912068047786597,47900000,0.044633854,-2.9531739,222.37,0.357656,1597.0423426628113,0.037096895,0.9832141473889351,0.012358299,479000,0.011914741
1917,54187,9.477811728885463,47925000,0.04311604,-2.9497209,221.38,0.328452,1597.8684730529785,0.032452725,0.9828191753476858,0.012980943,479250,0.0074830884
1918,55048,9.168188872829324,47950000,0.042999726,-2.9484003,210.89,0.21242401,1598.6826746463776,0.016869847,0.9708800725638866,0.025096253,479500,0.0022089784
1919,53736,9.341629977884606,47975000,0.04297119,-2.9500043,215.73,0.169036,1599.491946697235,0.012789446,0.9784873425960541,0.017233491,479750,-0.00025201545
1920,53834,9.265680467443962,48000000,0.043445434,-2.9545436,213.11,0.215036,1600.3110263347626,0.01726846,0.9764473643153906,0.016236138,480000,0.0049918126
1921,53505,9.179670013454416,48025000,0.04342024,-2.955252,209.98,0.244436,1601.1288149356842,0.0202434,0.9771247021853924,0.017273312,480250,0.0045149378
1922,53606,9.067181548687294,48050000,0.04269622,-2.954011,211.26,0.24506,1601.9483270645142,0.023353044,0.9703222438693047,0.023438197,480500,0.0050306595
1923,53755,8.734156652328675,48075000,0.04282246,-2.9537718,203.82,0.209048,1602.7639782428741,0.016165495,0.9699675738811493,0.02357457,480750,0.0013745938
1924,53991,8.818937196734842,48100000,0.044465136,-2.9548085,197.69,0.28796798,1603.5911705493927,0.027897563,0.9765354078263044,0.02196339,481000,0.005213448
1925,53682,9.797522166275957,48125000,0.04395306,-2.9544332,223.78,0.30238396,1604.4038801193237,0.026761934,0.9733824264258146,0.022169214,481250,0.007256134
1926,52458,9.346483227576172,48150000,0.042582694,-2.9543147,216.98,0.146196,1605.2228410243988,0.011244554,0.9776867013424635,0.017705534,481500,-0.0014379543
1927,52972,9.046135421657054,48175000,0.041202646,-2.9578638,215.0,0.185644,1606.0469222068787,0.013235767,0.9874347327277064,0.011970451,481750,0.00055261713
1928,52403,9.231130779841552,48200000,0.042472523,-2.9605656,217.11,0.216692,1606.8672459125519,0.017369984,0.9705040510743856,0.022044118,482000,0.0019673933
1929,52787,9.325686523181284,48225000,0.04265781,-2.9619412,215.78,0.147896,1607.7088687419891,0.01078997,0.9832674786448479,0.014680845,482250,-0.00066223106
1930,52777,8.7428221424207,48250000,0.041983455,-2.966341,204.69,0.157584,1608.5515985488892,0.011225292,0.9643894508481026,0.031302877,482500,-0.0004100493
1931,54526,8.620140523067239,48275000,0.042296667,-2.9701877,204.7,0.17807999,1609.3768129348755,0.013150483,0.9839338269084692,0.014492159,482750,8.851839e-05
1932,53968,9.137426910239629,48300000,0.042219438,-2.9706173,214.18,0.426756,1610.1904611587524,0.05354954,0.9787708558142185,0.018406838,483000,0.019956067
1933,54801,9.287910573129302,48325000,0.041871127,-2.9722478,216.26,0.423868,1611.0034453868866,0.055102028,0.9779608882963657,0.02124007,483250,0.017888054
1934,54283,9.004106393575203,48350000,0.04298329,-2.9724755,206.93,0.11768,1611.797024488449,0.009139748,0.9825335685163736,0.017329393,483500,-0.0022516814
1935,54058,8.691873256740728,48375000,0.042017203,-2.9707093,207.89,0.21308,1612.6072132587433,0.016914956,0.9731198940426111,0.024514403,483750,0.00078745204
1936,54254,9.164941757186652,48400000,0.04276884,-2.968736,212.69,0.21835999,1613.4209156036377,0.01629061,0.9747376218438148,0.025275957,484000,0.0015939174
1937,54649,9.67668482862995,48425000,0.044274263,-2.967841,217.66,0.15280801,1614.231436252594,0.011414783,0.9719789791852236,0.01923683,484250,-0.00074479275
1938,54522,9.163258832067221,48450000,0.042909566,-2.9669373,209.42,0.17327999,1615.0413620471954,0.013384302,0.9876399040222168,0.012715148,484500,0.00071797345
1939,54915,8.906359141950452,48475000,0.04325502,-2.966715,204.24,0.194476,1615.851761341095,0.017032918,0.977126270532608,0.019452862,484750,0.0019190584
1940,53617,8.354656854612912,48500000,0.042527404,-2.9672415,200.28,0.207136,1616.6631228923798,0.016808767,0.980845121666789,0.016752843,485000,0.0031754926
1941,53457,9.10767121784098,48525000,0.042266827,-2.9667335,214.21,0.13779601,1617.4815654754639,0.010856156,0.9847999224439263,0.013312029,485250,-0.001240915
1942,54160,9.680123324961336,48550000,0.043475192,-2.9655902,220.26,0.179464,1618.3057630062103,0.013375116,0.98212705925107,0.014216168,485500,0.00025390612
1943,53889,9.072073403270478,48575000,0.04228111,-2.9664502,213.23,0.115216,1619.1215794086456,0.008704158,0.9815013464540243,0.016811617,485750,-0.0017061572
1944,54195,9.040368488402272,48600000,0.042876847,-2.9672713,208.84,0.17828001,1619.9375393390656,0.013731425,0.9866867596283555,0.012569213,486000,0.0015153212
1945,53201,9.984113344807957,48625000,0.04469123,-2.9691844,221.07,0.14136,1620.7511050701141,0.010426471,0.9740186799317598,0.019405307,486250,-0.0012251537
1946,53661,8.522025464095805,48650000,0.043554526,-2.9704232,195.68,0.164988,1621.569539308548,0.012220355,0.969424894079566,0.026897958,486500,-0.00023771678
1947,54194,9.440615596801798,48675000,0.043151904,-2.9717746,217.73,0.15020001,1622.391679763794,0.011454666,0.9752580374479294,0.019993164,486750,-0.001648156
1948,54254,9.422246711305052,48700000,0.04344811,-2.9760165,216.02,0.22808401,1623.2023553848267,0.018280393,0.9772340096533298,0.019008119,487000,0.0029707022
1949,53357,9.36002834792227,48725000,0.042772856,-2.9785504,218.65,0.119504,1624.0117616653442,0.009449005,0.9845700925216079,0.011789596,487250,-0.0021945648
1950,53981,10.555382369919098,48750000,0.044831805,-2.977422,232.73,0.15883599,1624.8348169326782,0.011515046,0.9870364740490913,0.009252025,487500,-4.1335577e-05
1951,53798,9.281391142495487,48775000,0.04276727,-2.976236,214.58,0.31684002,1625.6451077461243,0.03422921,0.9717959053814411,0.022364963,487750,0.0075532817
1952,53792,9.128061283085067,48800000,0.042737182,-2.9738152,213.4,0.167252,1626.4691696166992,0.012292562,0.9804095719009638,0.017778078,488000,0.00028057414
1953,54785,9.245573412597187,48825000,0.042846724,-2.974311,216.52,0.15861599,1627.285181760788,0.011467698,0.9899698030203581,0.007746498,488250,0.00019064186
1954,55208,9.832321459030645,48850000,0.04509076,-2.977654,215.9,0.16321999,1628.0927608013153,0.011698451,0.9859954211860895,0.010909739,488500,0.0010431512
1955,53560,9.420475631804292,48875000,0.042819064,-2.9809954,219.23,0.18098,1628.8898758888245,0.0136074275,0.981413085013628,0.0143422065,488750,0.0006942007
1956,53709,9.520715912969099,48900000,0.043901786,-2.9798775,215.36,0.24096802,1629.705966949463,0.022071164,0.9733932763338089,0.019733315,489000,0.003857951
1957,54166,9.463764290206019,48925000,0.043710195,-2.978578,215.33,0.211236,1630.5243844985962,0.016718794,0.9864882547408342,0.01053814,489250,0.0026980876
1958,53398,9.486712396415788,48950000,0.04421295,-2.977699,216.98,0.196888,1631.3382148742676,0.015534612,0.9839228764176369,0.013046009,489500,0.0023563593
1959,54057,8.793129404085557,48975000,0.042902194,-2.9762821,206.23,0.18748799,1632.1651239395142,0.014782409,0.9856859352439642,0.012393613,489750,0.0017270759
1960,53823,9.271347269499415,49000000,0.04249877,-2.975575,217.57,0.149088,1632.9761364459991,0.011085471,0.9821390714496374,0.01382224,490000,-0.0019520724
1961,53761,9.202458876860328,49025000,0.044538114,-2.9749932,207.51,0.170992,1633.787662267685,0.012538023,0.9857681514695287,0.011348946,490250,-0.0003629522
1962,53714,8.700486457692277,49050000,0.041760646,-2.9727337,204.4,0.213904,1634.60458278656,0.01701711,0.9770361166447401,0.022750316,490500,4.2862608e-05
1963,53525,9.339254841344227,49075000,0.044212364,-2.9700246,212.72,0.211912,1635.420568227768,0.016733753,0.9830841515213251,0.012305369,490750,0.002682532
1964,53591,9.067223283983767,49100000,0.043176208,-2.9709904,206.23,0.171644,1636.237146615982,0.012841156,0.9880270790308714,0.011661882,491000,-5.0397e-05
1965,54814,10.076632450770411,49125000,0.044002056,-2.971642,225.98,0.17004402,1637.055611371994,0.013158271,0.988650856539607,0.009377578,491250,0.0016503285
1966,53828,8.921230730387451,49150000,0.04277258,-2.9734483,209.29,0.14166,1637.8629279136658,0.010375199,0.982605742290616,0.013254739,491500,0.00014548012
1967,53340,8.91378650832783,49175000,0.043013804,-2.9742968,208.44,0.146408,1638.6814396381378,0.010987649,0.9750750493258238,0.019377824,491750,-0.0009114883
1968,52011,9.60004746906845,49200000,0.04285836,-2.9734118,223.08,0.169976,1639.5210871696472,0.012703197,0.984654413536191,0.011839017,492000,-0.0007178498
1969,52109,8.971861548180605,49225000,0.042702597,-2.9682949,211.54,0.295372,1640.3730790615082,0.02551277,0.9766579978168011,0.018105298,492250,0.0064551444
1970,54579,9.461697401567143,49250000,0.041930635,-2.963911,225.77,0.405168,1641.21142578125,0.045641504,0.9847140135243535,0.011217112,492500,0.016625356
1971,53917,8.957343997504903,49275000,0.043542422,-2.9621415,205.83,0.27166802,1642.0216076374054,0.024400098,0.9835578110069036,0.013855661,492750,0.0052400217
1972,53431,8.627618374970734,49300000,0.042341866,-2.9621525,203.59,0.198392,1642.8396790027618,0.015426686,0.9815058913081884,0.016839879,493000,0.0014487293
1973,54210,9.751655114383208,49325000,0.044916898,-2.9666054,213.73,0.116636,1643.6585285663605,0.008855103,0.973005885258317,0.02194297,493250,-0.0026396308
1974,53018,8.991435776400031,49350000,0.043560687,-2.97262,206.85,0.17666401,1644.4777796268463,0.013249476,0.9800236597657204,0.01831907,493500,-0.0002492661
1975,53925,9.549520633178618,49375000,0.044608574,-2.9764094,212.87,0.17244,1645.301994562149,0.012650913,0.9831303860992193,0.013781333,493750,1.544694e-05
1976,54466,9.647206881626989,49400000,0.04302791,-2.981958,217.57,0.19084398,1646.1210253238678,0.0141915735,0.9723203703761101,0.023861557,494000,0.0003640877
1977,55030,9.215878840655204,49425000,0.04227675,-2.9821384,217.8,0.21789598,1646.9318623542786,0.016184608,0.9883364904671907,0.009867296,494250,0.0029968282
1978,53712,9.005034523864296,49450000,0.042482726,-2.9820817,211.07,0.21443203,1647.7310996055603,0.016392598,0.986124842427671,0.010811891,494500,0.0031352942
1979,53745,9.855280665866449,49475000,0.04310376,-2.9831297,227.11,0.31754798,1648.5511026382446,0.026663125,0.9805742297321558,0.013948409,494750,0.0064953202
1980,53836,8.8587132877393,49500000,0.043457933,-2.9846883,202.77,0.192632,1649.3650319576263,0.014573513,0.9750970155000687,0.019758215,495000,0.0025451274
1981,52989,9.679991800265416,49525000,0.044382613,-2.984743,216.85,0.182664,1650.1792514324188,0.013298286,0.9803798329085112,0.013761891,495250,-0.0007529693
1982,53422,9.055528482636165,49550000,0.042691205,-2.9838738,210.32,0.1926,1651.004114151001,0.014556402,0.9854153664782643,0.011152024,495500,0.0018502414
1983,53859,9.418477898480978,49575000,0.04310708,-2.9839714,217.35,0.33956796,1651.8175971508026,0.039919004,0.9851572839543223,0.01073288,495750,0.011234401
1984,53648,8.799651584159147,49600000,0.042018652,-2.9833798,209.69,0.26084402,1652.6332626342773,0.021630336,0.9787370674312115,0.015845543,496000,0.005431493
1985,53751,9.261013047419837,49625000,0.043337066,-2.9829469,213.02,0.13735601,1653.4490485191345,0.010396661,0.9815409108996391,0.015626768,496250,-0.0016722487
1986,55160,8.627997861483891,49650000,0.041278955,-2.9814847,209.46,0.197404,1654.2719149589539,0.014405871,0.9722257498651743,0.021047983,496500,-6.8773516e-06
1987,54141,9.087057195235975,49675000,0.043639638,-2.9803963,208.07,0.167904,1655.0757722854614,0.012533898,0.9809674751013517,0.014154717,496750,-0.00022212633
1988,53412,9.285662921926415,49700000,0.04309789,-2.983222,213.65,0.14968401,1655.8905911445618,0.0107151475,0.982162008062005,0.014254382,497000,-0.000808695
1989,53699,8.810065518287484,49725000,0.04340995,-2.988626,203.59,0.18696399,1656.7095193862915,0.015349175,0.976056756451726,0.019316634,497250,0.0015045089
1990,53755,8.84788981484653,49750000,0.044338193,-2.9937298,201.07,0.254044,1657.5266335010529,0.02376009,0.9799103811383247,0.016938228,497500,0.007709165
1991,53415,9.175107380171248,49775000,0.041883286,-2.997086,219.15,0.193728,1658.3505747318268,0.015304257,0.9859462436288595,0.0112443,497750,0.0026583623
1992,54586,8.890321338693429,49800000,0.0420821,-3.0012372,208.61,0.25226,1659.17298746109,0.019542988,0.9835584461688995,0.013385149,498000,0.0027959705
1993,52765,10.230344414485153,49825000,0.043714926,-3.0047936,231.53,0.15362,1659.9891381263733,0.011019391,0.9873297065496445,0.00749377,498250,-0.0010439109
1994,54290,8.881828365702022,49850000,0.043843452,-3.009026,202.51,0.27404797,1660.8206441402435,0.023435954,0.9767980240285397,0.0187022,498500,0.005142373
1995,53530,8.545261304301675,49875000,0.041657936,-3.011501,206.4,0.286612,1661.6347410678864,0.026055897,0.9881655666977167,0.008912613,498750,0.009770306
1996,53192,9.238501206873917,49900000,0.042582333,-3.01419,216.23,0.17608802,1662.4474475383759,0.013343805,0.9859520252794027,0.010238473,499000,0.0017159333
1997,54519,9.717774459904758,49925000,0.044205908,-3.0172613,220.3,0.19540001,1663.2700843811035,0.014657972,0.9911967264488339,0.0056482786,499250,0.0042951964
1998,53467,8.809826832611616,49950000,0.041776787,-3.0187616,211.8,0.15169199,1664.0774540901184,0.011253705,0.9752467516809702,0.018009163,499500,-0.0016298543
1999,53345,9.203160932607716,49975000,0.042329904,-3.0168138,217.48,0.15022,1664.8928565979004,0.011121013,0.983640318736434,0.011591228,499750,-0.0010658705
2000,54245,9.608089134942947,50000000,0.04270261,-3.0126324,223.0,0.135236,1665.7050869464874,0.00977006,0.9867183342576027,0.0098603275,500000,-0.0025629378
2001,54302,9.535938900826878,50025000,0.042443153,-3.0086427,219.64,0.127404,1666.5096707344055,0.009301158,0.9758112262934446,0.020455163,500250,-0.003346447
2002,53375,9.584113812511497,50050000,0.043130074,-3.007814,219.36,0.17620802,1667.3053979873657,0.013292259,0.985972685739398,0.010930175,500500,0.0014223892
2003,54130,9.133888065920328,50075000,0.043248802,-3.010353,208.7,0.223032,1668.1130793094635,0.017222691,0.9853328503668308,0.013300794,500750,0.003758648
2004,53724,9.629314792585864,50100000,0.044957332,-3.0108788,215.56,0.158892,1668.914755821228,0.0122137405,0.9880052702501416,0.008666864,501000,0.0010874908
2005,54081,9.291183448259254,50125000,0.0431811,-3.0109842,214.28,0.310056,1669.7203090190887,0.029660147,0.986302918754518,0.011345233,501250,0.009684367
2006,53209,9.57967362153333,50150000,0.043461002,-3.0100608,219.24,0.39698,1670.5295481681824,0.040912554,0.9802109450101852,0.016208425,501500,0.011363567
2007,53574,9.132357054709482,50175000,0.042713232,-3.0088491,214.41,0.363528,1671.369401216507,0.039188594,0.9865617668256164,0.010378324,501750,0.013923613
2008,52721,9.020464598708713,50200000,0.0439246,-3.0087154,206.07,0.11224,1672.1985025405884,0.008411878,0.9857900803908706,0.0115865115,502000,-0.0029358286
