true_reward,policy_loss,explained_variance,policy_entropy,value_loss,total_timesteps,fps,clipfrac,time_elapsed,approxkl,ep_reward_mean,serial_timesteps,ep_len_mean,n_updates
-1.7456398,-0.0013985916,0.037285804748535156,5.6767197,345.16693,25000,4449,0.017048,0.0012898445129394531,0.0017724803,-0.3464135908690514,250,14.98,1
-1.6972541,0.0015244002,0.13980740308761597,5.680957,313.90167,50000,63879,0.053516,6.242682933807373,0.0047601894,-0.4993195888370974,500,15.43,2
-1.6777977,0.0017455224,0.21753185987472534,5.683515,294.456,75000,71702,0.057064004,7.069142818450928,0.005621795,-0.1902187093989778,750,15.04,3
-1.6230108,-0.00070519827,0.30011653900146484,5.6852055,267.8157,100000,59007,0.033192,7.842659950256348,0.0032924407,-0.2303986366702884,1000,16.19,4
-1.5872504,0.0013304824,0.3559063673019409,5.683023,250.0649,125000,69424,0.059543997,8.69506049156189,0.005481735,-0.9017291331240267,1250,16.81,5
-1.4953938,-0.00014654433,0.4115173816680908,5.6835747,223.78728,150000,72318,0.069696,9.501329898834229,0.0067362175,-0.5598390852447482,1500,15.15,6
-1.4469532,0.0009035848,0.4228576421737671,5.685128,208.61174,175000,71406,0.061580002,10.271670579910278,0.0071979025,-0.7688926330434334,1750,18.44,7
-1.4163908,0.0046125515,0.4262816309928894,5.6915693,198.39656,200000,72944,0.092659995,11.051126718521118,0.009550275,-0.4188871968656167,2000,18.77,8
-1.3620808,0.003844424,0.43088066577911377,5.6944304,186.06418,225000,72536,0.0981,11.80328369140625,0.010682473,-1.1072827415221855,2250,19.08,9
-1.3162644,0.00014033711,0.388033390045166,5.6958413,181.463,250000,71864,0.049071997,12.5598886013031,0.004912154,-0.5923079114910798,2500,17.55,10
-1.3014283,-0.001164021,0.38457655906677246,5.696119,174.15135,275000,72265,0.042956002,13.326244354248047,0.0041474723,-0.7295846900223114,2750,20.57,11
-1.2404397,0.0001924306,0.36919981241226196,5.6981916,163.89899,300000,73247,0.026512,14.08346962928772,0.0029338084,-0.6952130796879646,3000,20.64,12
-1.2117419,-0.000870379,0.31992363929748535,5.699151,160.4062,325000,73649,0.040303998,14.833876371383667,0.0038403831,-1.0153986567209359,3250,20.84,13
-1.1887473,0.0005420834,0.2873799204826355,5.6971116,156.46791,350000,72561,0.039476,15.595173835754395,0.003850157,-1.2159744898131066,3500,19.18,14
-1.1507452,0.00033542272,0.27127575874328613,5.6943407,148.45181,375000,66250,0.07111601,16.334573984146118,0.0069138855,-1.2071929654501583,3750,24.0,15
-1.1031467,0.0012050625,0.2718048691749573,5.693269,137.90146,400000,72434,0.066936,17.12388324737549,0.0059315795,-1.0118600006171619,4000,21.93,16
-1.0318881,0.0019270985,0.26666396856307983,5.6913557,123.78194,425000,70957,0.077148,17.8655686378479,0.0069202697,-2.510304957568278,4250,27.19,17
-1.0589856,0.0012555168,0.24552291631698608,5.6905446,127.58,450000,70779,0.059408,18.629581928253174,0.0053392723,-1.6913611738246983,4500,25.55,18
-1.0165178,0.0011876179,0.2741279602050781,5.690728,118.30007,475000,66529,0.053304005,19.406508207321167,0.0048978063,-1.7197658906312427,4750,26.85,19
-1.0212281,-0.0015222386,0.24259811639785767,5.689752,118.76914,500000,73404,0.023863997,20.208284616470337,0.0027272683,-0.7579484486618457,5000,24.69,20
-0.9446059,-0.00075886317,0.26408618688583374,5.6876974,105.63054,525000,68950,0.005036,20.964932918548584,0.0012845099,-1.339460347207587,5250,27.55,21
-0.9553001,-0.0008995513,0.25171345472335815,5.684962,106.863205,550000,73484,0.001912,21.756206274032593,0.00068877934,-1.6948160405606358,5500,28.6,22
-0.9272974,-0.0006292729,0.23662501573562622,5.6827235,100.92704,575000,72422,6.8e-05,22.51935076713562,0.0002404815,-1.0572622721645166,5750,30.21,23
-0.9229942,-0.0006400361,0.2221851348876953,5.6811132,99.16533,600000,70283,5.6e-05,23.255459785461426,0.00024539337,-1.6893171291178442,6000,32.56,24
-0.9004955,-0.00078432524,0.2519592046737671,5.6799574,92.877625,625000,71852,0.00024,24.021610975265503,0.0003077395,-0.8901612560101785,6250,29.46,25
-0.8222328,-0.0005275359,0.2418280839920044,5.679242,83.30678,650000,72364,0.0010399999,24.768913984298706,0.00057025603,-1.2688749793374154,6500,33.3,26
-0.8464547,-0.0010695078,0.21319514513015747,5.678296,84.59902,675000,71246,0.00080399995,25.518733263015747,0.00033727512,-2.1618620912481856,6750,35.25,27
