time_elapsed,explained_variance,ep_reward_mean,value_loss,n_updates,true_reward,policy_entropy,total_timesteps,ep_len_mean,policy_loss,serial_timesteps,clipfrac,fps,approxkl
38.142197608947754,0.89836335927248,1.6395109591058417,1.0555393,35,-0.061312355,5.5642004,875000,90.45,-0.002282975,8750,0.026192,54884,0.002634319
38.9775869846344,0.8776326775550842,2.1093778274114356,1.2326789,36,-0.0667171,5.5661345,900000,88.7,-0.0023617793,9000,0.055372,55811,0.004914146
39.81037783622742,0.8895773068070412,2.1920133135886353,1.0991502,37,-0.06477999,5.56997,925000,84.22,-0.0025243815,9250,0.026584,54993,0.0028618304
40.647260904312134,0.9153227731585503,1.4953911555626473,0.9486998,38,-0.06792627,5.572495,950000,78.91,-0.0021688093,9500,0.027772,54889,0.0030601695
41.483102321624756,0.9131422787904739,2.31620994391777,0.9487461,39,-0.057686474,5.570933,975000,89.81,-0.0015115954,9750,0.0205,55339,0.002385855
42.31374907493591,0.937130980193615,2.4373123984171228,0.70776045,40,-0.055489004,5.5661745,1000000,99.28,-0.0019053128,10000,0.023116002,56114,0.002629497
43.132975816726685,0.908520944416523,2.1217806966652755,1.032837,41,-0.065361544,5.5522842,1025000,87.84,-0.0025227221,10250,0.048036,38112,0.0043077325
44.17771291732788,0.9276648014783859,1.6329748932228676,0.9219925,42,-0.06039858,5.5496902,1050000,88.2,-0.001974682,10500,0.038344,55607,0.003755651
45.010918378829956,0.9294078052043915,2.346097890196977,0.8239848,43,-0.052160233,5.5523086,1075000,102.22,-0.0022307523,10750,0.025716001,55828,0.0028223083
45.84271955490112,0.9362543299794197,2.026659632650917,0.74820554,44,-0.06075041,5.548091,1100000,90.49,-0.0019274004,11000,0.018871998,55561,0.0024771416
46.67096257209778,0.9434745609760284,2.056214761775918,0.7171108,45,-0.05528519,5.5389895,1125000,94.43,-0.0017827604,11250,0.024556,55926,0.002990406
47.505446434020996,0.9316034689545631,2.5859861201570675,0.9003935,46,-0.05787327,5.5295305,1150000,86.85,-0.0018386667,11500,0.031132001,55396,0.0032201528
48.3395357131958,0.9405141286551952,2.5230712731868197,0.7027227,47,-0.05475865,5.5215454,1175000,97.25,-0.0020918525,11750,0.020848002,56191,0.0025471463
49.15232729911804,0.9326626285910606,2.6999620873392725,0.794781,48,-0.057849523,5.511022,1200000,96.5,-0.00207099,12000,0.026411999,56775,0.0029135959
49.9766411781311,0.943410973995924,2.2560639285058732,0.69908684,49,-0.053172547,5.50487,1225000,89.56,-0.0024259514,12250,0.040768,55953,0.003837667
50.80221939086914,0.929734505712986,2.249264161624703,0.8661898,50,-0.054035604,5.5025663,1250000,95.89,-0.0024255053,12500,0.029848,49687,0.0030358438
51.695068359375,0.9557292573153973,2.281026836644378,0.55337346,51,-0.050939307,5.5031395,1275000,97.99,-0.002070428,12750,0.019088,55262,0.0022193014
52.54290795326233,0.9477961324155331,2.366448689370247,0.6556109,52,-0.052357923,5.5017123,1300000,106.5,-0.001631273,13000,0.019839998,48810,0.0023619877
53.435970306396484,0.9578728303313255,2.2526040709718798,0.56540084,53,-0.056937736,5.500224,1325000,89.63,-0.00186737,13250,0.015036,56492,0.0021122987
54.26630997657776,0.943445298820734,1.723823724540207,0.7480072,54,-0.06246469,5.4961,1350000,75.2,-0.0019317195,13500,0.020296,50490,0.002418724
55.1396164894104,0.9374495223164558,2.164338786455521,0.790685,55,-0.05711918,5.4915686,1375000,93.92,-0.0011235898,13750,0.022264,56465,0.0025872714
55.97329926490784,0.9425876699388027,2.305764707775761,0.6825199,56,-0.050293315,5.487284,1400000,99.98,-0.0016258571,14000,0.021048,54746,0.0026278854
56.8181574344635,0.9402704238891602,2.5082343157697506,0.68845016,57,-0.048334513,5.484964,1425000,99.24,-0.0014422733,14250,0.015328,54842,0.0019884391
57.680214166641235,0.9404761269688606,3.157022922710348,0.7460154,58,-0.04697024,5.4886484,1450000,99.47,-0.0012806089,14500,0.025187999,43407,0.0028623713
58.63517642021179,0.9395653270184994,2.1438994320693157,0.8221822,59,-0.059593685,5.485133,1475000,90.97,-0.0015944199,14750,0.038952,56554,0.003600546
